Qualification,Experience,Rating,Profile,Fees,Number_degrees_diploma_certificate,Qual_unknown,Qual_BDS,Qual_BHMS,Qual_BAMS,Qual_MBBS,Qual_MS,Qual_MD,Qual_MDS,Qual_DIPLOMA,Qual_PHD,Qual_others,Area,City,Number_Feedback,Approx_Fees,Misc_Info,Area_Codes,City_Bangalore,City_Chennai,City_Coimbatore,City_Delhi,City_Ernakulam,City_Hyderabad,City_Mumbai,City_Sector 5,City_Thiruvananthapuram,City_Unknown,Profile_Ayurveda,Profile_Dentist,Profile_Dermatologists,Profile_ENT Specialist,Profile_General Medicine,Profile_Homeopath
"MBBS, DNB - General Medicine",8,0,General Medicine,150,2,0,0,0,0,1,0,1,0,1,0,0,Moosapet,Hyderabad,0,0,0,520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - Dermatology , Venereology & Leprosy",10,0,Dermatologists,300,3,0,0,0,0,1,0,1,0,0,0,0,Kakkanad West,Ernakulam,0,0,0,325,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
BAMS,16,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Rohini,Delhi,0,0,0,705,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BDS,22,0,Dentist,150,1,0,1,0,0,0,0,0,0,0,0,0,Vanchiyur,Thiruvananthapuram,0,0,0,876,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"BDS, MDS",10,0,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Wadala,Mumbai,0,0,1,919,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT",20,87,ENT Specialist,600,2,0,0,0,0,1,1,0,0,0,0,0,Khajaguda,Hyderabad,0,0,1,373,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy",30,85,Dermatologists,600,3,0,0,0,0,1,0,1,0,0,0,0,Tri Nagar,Delhi,7,0,1,849,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MBBS,22,82,General Medicine,250,1,0,0,0,0,1,0,0,0,0,0,0,BTM Layout,Bangalore,4,0,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",11,100,Dentist,100,2,0,1,0,0,0,0,0,0,0,1,0,Ganapathy,Coimbatore,1,0,1,210,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Conservative Dentistry & Endodontics",13,0,Dentist,300,2,0,1,0,0,0,1,1,1,0,0,0,HSR Layout,Bangalore,0,0,1,244,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BAMS,21,96,Ayurveda,200,1,0,0,0,1,0,1,0,0,0,0,0,Sarjapur Road,Bangalore,3,0,1,749,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, DNB - General Medicine",14,96,General Medicine,300,2,0,0,0,0,1,0,1,0,1,0,0,Krishna Nagar,Delhi,6,0,1,418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
BAMS,23,97,Ayurveda,400,1,0,0,0,1,0,1,0,0,0,0,0,Anna Nagar,Chennai,0,0,0,31,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BAMS, Member of the Royal Society for the Promotion of Health (UK) (MRSH)",39,0,Ayurveda,900,2,0,0,0,1,0,1,0,0,0,0,0,Karol Bagh,Delhi,0,0,0,355,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BDS,18,97,Dentist,250,1,0,1,0,0,0,0,0,0,0,0,0,BTM Layout 2nd Stage,Bangalore,0,0,1,54,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT",5,100,ENT Specialist,450,2,0,0,0,0,1,1,0,0,0,0,0,HSR Layout,Bangalore,25,0,1,244,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BDS, MDS - Orthodontics",47,94,Dentist,400,2,0,1,0,0,0,1,1,1,0,0,0,Hauz Khas,Delhi,0,0,0,251,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BAMS,31,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Chunabhatti,Mumbai,0,0,0,139,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
BDS,10,0,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,T Nagar,Chennai,0,0,1,814,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MS - Otorhinolaryngology, MBBS",3,0,ENT Specialist,300,2,0,0,0,0,1,1,0,0,0,0,0,Thiruvanmiyur,Chennai,0,0,1,836,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MD - Homeopathy, BHMS",8,0,Homeopath,300,2,0,0,1,0,0,1,1,0,0,0,0,Electronics City,Bangalore,0,0,0,197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BDS, MDS - Periodontics",10,96,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Bandra East,Mumbai,0,200,1,70,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT",30,81,ENT Specialist,800,2,0,0,0,0,1,1,0,0,0,0,0,Mahim,Mumbai,0,0,1,466,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
MBBS,38,94,General Medicine,500,1,0,0,0,0,1,0,0,0,0,0,0,Malleswaram,Bangalore,0,0,1,476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BDS,5,98,Dentist,300,1,0,1,0,0,0,0,0,0,0,0,0,Ramnagar,Coimbatore,0,0,1,696,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MD - Dermatology , Venereology & Leprosy, MBBS",17,0,Dermatologists,350,3,0,0,0,0,1,0,1,0,0,0,0,Manikonda,Hyderabad,0,0,0,485,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MD - Homeopathy, BHMS, PGDPC (Post Graduation Diploma In Psychological Counselling)",11,100,Homeopath,500,3,0,0,1,0,0,1,1,0,1,0,0,Borivali West,Mumbai,0,0,1,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MS - Otorhinolaryngology, MD - Physician",12,0,ENT Specialist,350,2,0,0,0,0,0,1,1,0,0,0,0,Habsiguda,Hyderabad,0,0,0,245,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
BAMS,12,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Sion East,Mumbai,0,0,0,787,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"BDS, MDS - Periodontology and Oral Implantology",20,0,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Tambaram East,Chennai,0,0,1,823,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Periodontics",22,98,Dentist,500,2,0,1,0,0,0,1,1,1,0,0,0,Khar West,Mumbai,0,0,1,377,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"BAMS, M. D. IN KAYACHIKISTA",6,0,Ayurveda,350,2,0,0,0,1,0,1,0,0,0,0,0,Gachibowli,Hyderabad,0,0,0,208,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"MBBS, Post Graduate Diploma in Maternity and Child Health (PGDMCH)",28,94,General Medicine,300,2,0,0,0,0,1,0,0,0,1,0,0,Mayur Vihar Ph-I,Delhi,9,0,1,497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - Dermatology",28,0,Dermatologists,500,2,0,0,0,0,1,0,1,0,0,0,0,Banjara Hills,Hyderabad,2,0,1,73,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Paedodontics And Preventive Dentistry",6,0,Dentist,250,2,0,1,0,0,0,1,1,1,0,0,0,Miyapur,Hyderabad,0,0,1,511,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"DNB - ENT, Diploma in Otorhinolaryngology (DLO), MBBS, Fellowship in Advanced Endoscopic Sinus Surgery",11,100,ENT Specialist,100,4,0,0,0,0,1,0,0,0,1,0,0,Colaba,Mumbai,8,0,1,146,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Diploma in Otorhinolaryngology (DLO), MBBS",21,0,ENT Specialist,350,2,0,0,0,0,1,0,0,0,1,0,0,Tarnaka,Hyderabad,0,0,0,826,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"MBBS, DDV",19,100,Dermatologists,200,2,0,0,0,0,1,0,0,0,1,0,0,Dwarka,Delhi,12,0,1,176,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
BHMS,7,92,Homeopath,500,1,0,0,1,0,0,1,0,0,0,0,0,Pallikaranai,Chennai,20,0,1,607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BDS, MDS - Oral & Maxillofacial Surgery",14,0,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Sowripalayam,Coimbatore,0,0,0,795,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT",37,74,ENT Specialist,700,2,0,0,0,0,1,1,0,0,0,0,0,Mulund West,Mumbai,14,0,1,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"MBBS, MD - Medicine, MNAMS - Nephrology",45,75,General Medicine,100,3,0,0,0,0,1,1,1,0,0,0,0,Old Rajendra Nagar,Delhi,15,0,1,589,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
BAMS,14,0,Ayurveda,300,1,0,0,0,1,0,1,0,0,0,0,0,Hafeezpet,Hyderabad,0,0,0,246,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
BAMS,2,0,Ayurveda,250,1,0,0,0,1,0,1,0,0,0,0,0,BTM Layout 2nd Stage,Bangalore,0,250,1,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, MD - Homeopathy",22,76,Homeopath,500,2,0,0,0,0,1,0,1,0,0,0,0,JP Nagar 2 Phase,Bangalore,7,0,1,278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BDS,3,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Ambattur,Chennai,0,0,1,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy",7,0,Dermatologists,400,3,0,0,0,0,1,0,1,0,0,0,0,Rohini Sector 5,Delhi,0,0,0,714,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT",20,0,ENT Specialist,500,2,0,0,0,0,1,1,0,0,0,0,0,Patparganj,Delhi,0,0,1,629,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BDS,9,0,Dentist,250,1,0,1,0,0,0,0,0,0,0,0,0,Punjabi Bagh,Delhi,0,250,1,666,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Medicine",5,0,General Medicine,600,2,0,0,0,0,1,0,1,0,0,0,0,Parel,Mumbai,0,0,0,621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"MBBS, MD - Internal Medicine",14,0,General Medicine,100,2,0,0,0,0,1,0,1,0,0,0,0,New Ashok Nagar,Delhi,0,0,0,573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"BAMS, MD - Ayurveda Medicine",29,100,Ayurveda,500,2,0,0,0,1,0,1,1,0,0,0,0,Vileparle East,Mumbai,21,0,1,908,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"BAMS, MD - Ayurveda Medicine, Fellowship in Medical Cosmetology (FMC)",9,98,Ayurveda,300,3,0,0,0,1,0,1,1,0,0,0,0,Borivali West,Mumbai,10,0,1,98,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"BDS, MDS - Pedodontics",13,99,Dentist,500,2,0,1,0,0,0,1,1,1,0,0,0,Janak Puri,Delhi,50,0,1,293,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"LCEH, BHMS",50,0,Homeopath,800,2,0,0,1,0,0,1,0,0,0,0,0,Jogeshwari West,Mumbai,0,0,0,310,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MBBS, MD - General Medicine",6,0,General Medicine,300,2,0,0,0,0,1,0,1,0,0,0,0,Nallagandla,Hyderabad,0,0,1,546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MDS, BDS",9,0,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Aminjikarai,Chennai,0,0,1,23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT",6,0,ENT Specialist,500,2,0,0,0,0,1,1,0,0,0,0,0,Dilshad Garden,Delhi,0,0,0,168,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BHMS,11,0,Homeopath,300,1,0,0,1,0,0,1,0,0,0,0,0,AS Rao Nagar,Hyderabad,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"BDS, MDS-Oral Pathology and Oral Microbiology, Certificate in Dental Implants",18,97,Dentist,500,3,0,1,0,0,0,1,1,1,0,0,0,Green Park,Delhi,0,0,1,234,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BDS,29,94,Dentist,300,1,0,1,0,0,0,0,0,0,0,0,0,HSR Layout,Bangalore,0,0,1,244,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BAMS,8,0,Ayurveda,200,1,0,0,0,1,0,1,0,0,0,0,0,Ghatkopar East,Mumbai,0,0,0,217,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"MD - Dermatology, MBBS",12,97,Dermatologists,500,2,0,0,0,0,1,0,1,0,0,0,0,Powai,Mumbai,174,0,1,660,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"MBBS, MD - Alternate Medicine, MD - Skin & VD",31,90,Dermatologists,500,3,0,0,0,0,1,0,1,0,0,0,0,T Nagar,Chennai,0,0,1,814,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BHMS,9,0,Homeopath,500,1,0,0,1,0,0,1,0,0,0,0,0,Goregaon East,Mumbai,0,0,0,224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"MBBS, DNB - Family Medicine",7,0,General Medicine,500,2,0,0,0,0,1,0,1,0,1,0,0,HSR Layout,Bangalore,0,0,1,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - Dermatology , Venereology & Leprosy",40,0,Dermatologists,700,3,0,0,0,0,1,0,1,0,0,0,0,Saraswati Vihar,Delhi,0,0,0,746,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
BAMS,2,0,Ayurveda,300,1,0,0,0,1,0,1,0,0,0,0,0,T Nagar,Chennai,0,0,0,814,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BDS,11,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Bandra West,Mumbai,0,0,1,71,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MBBS, DNB - General Surgery, MCh - Plastic Surgery, DAFPRS Fellowship in Aesthetic Surgery",18,0,General Medicine,500,4,0,0,0,0,1,0,0,0,1,0,0,Kilpauk,Chennai,0,0,0,381,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, DNB - Paediatrics, Fellowship in Pediatric Endocrinology",33,0,General Medicine,100,3,0,0,0,0,1,0,0,0,1,0,0,Old Rajendra Nagar,Delhi,0,0,0,589,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, DDVL",14,96,Dermatologists,500,2,0,0,0,0,1,0,0,0,1,0,0,Nungambakkam,Chennai,44,0,1,583,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",14,94,ENT Specialist,500,3,0,0,0,0,1,0,0,0,1,0,0,Chikkadpally,Hyderabad,6,0,1,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"BDS, Fellowship in Oral implantlogy",12,97,Dentist,200,2,0,1,0,0,0,0,0,0,0,0,0,Banashankari 3rd Stage,Bangalore,0,0,1,67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BHMS,21,0,Homeopath,500,1,0,0,1,0,0,1,0,0,0,0,0,Ghatkopar West,Mumbai,0,0,0,218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MBBS,21,0,General Medicine,400,1,0,0,0,0,1,0,0,0,0,0,0,Mulund West,Mumbai,0,400,1,531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"MBBS, MS - ENT",33,91,ENT Specialist,400,2,0,0,0,0,1,1,0,0,0,0,0,Borivali,Mumbai,1,0,1,96,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"BDS, MDS-Oral Pathology and Oral Microbiology",20,97,Dentist,300,2,0,1,0,0,0,1,1,1,0,0,0,Kasturi nagar,Bangalore,0,0,1,359,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MBBS,32,0,General Medicine,100,1,0,0,0,0,1,0,0,0,0,0,0,Saidapet,Chennai,0,0,0,732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, Diploma in Otorhinolaryngology (DLO)",11,0,ENT Specialist,300,2,0,0,0,0,1,0,0,0,1,0,0,Surajmal Vihar,Delhi,0,0,0,810,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BAMS,10,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Jubilee Hills,Hyderabad,0,0,0,311,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"MD - Homeopathy, BHMS",8,0,Homeopath,450,2,0,0,1,0,0,1,1,0,0,0,0,Kammana Halli,Bangalore,0,0,1,339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, DNB - General Medicine, MF- Homeopathy, MSc - Psychotherapy And Counselling, Post Graduate Diploma in Diabetology (PGDD)",11,82,Homeopath,500,5,0,0,0,0,1,1,1,0,1,0,0,Chanda Nagar,Hyderabad,5,0,1,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BDS,28,99,Dentist,250,1,0,1,0,0,0,0,0,0,0,0,0,Kammana Halli,Bangalore,0,0,1,339,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BAMS, MS - Ayurveda",11,91,Ayurveda,300,2,0,0,0,1,0,1,0,0,0,0,0,Bannerghatta Road,Bangalore,0,0,1,74,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"B.Sc, MBBS, Diploma in Otorhinolaryngology (DLO)",39,0,ENT Specialist,100,3,0,0,0,0,1,0,0,0,1,0,0,Purasawakkam,Chennai,0,0,0,668,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BDS, MDS - Orthodontics",12,99,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Kingsway Camp,Delhi,0,0,1,383,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Internal Medicine, Post Graduate Diploma in Diabetology (PGDD), PG in Diabetology, Post Graduate Diploma in Diabetology (PGDD), Post Graduate Diploma in Diabetology (PGDD), Fellowship in Diabetology",14,0,General Medicine,400,7,0,0,0,0,1,0,1,0,1,0,0,Karol Bagh,Delhi,0,0,0,355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MD - Dermatology , Venereology & Leprosy, MBBS",12,96,Dermatologists,700,3,0,0,0,0,1,0,1,0,0,0,0,Jangpura,Delhi,0,0,1,294,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)",6,0,ENT Specialist,400,2,0,0,0,0,1,0,0,0,1,0,0,Azadpur,Delhi,0,0,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BAMS,15,98,Ayurveda,500,1,0,0,0,1,0,1,0,0,0,0,0,T Nagar,Chennai,5,0,1,814,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MBBS,9,0,General Medicine,150,1,0,0,0,0,1,0,0,0,0,0,0,Dahisar East,Mumbai,0,0,0,156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"MBBS, MD - Dermatology , Venereology & Leprosy",3,0,Dermatologists,600,3,0,0,0,0,1,0,1,0,0,0,0,Chetpet,Chennai,0,0,0,126,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",6,100,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Tolichowki,Hyderabad,0,0,1,847,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Oral & Maxillofacial Surgery",46,90,Dentist,250,2,0,1,0,0,0,1,1,1,0,0,0,Ramamurthy Nagar,Bangalore,0,0,1,690,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BDS,19,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Prabhadevi,Mumbai,0,1000,1,661,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
BAMS,25,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Goregaon East,Mumbai,0,0,0,224,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"MBBS, Diploma in Dermatology",14,94,Dermatologists,400,2,0,0,0,0,1,0,0,0,1,0,0,West Marredpally,Hyderabad,27,0,1,924,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
MD - Homeopathy,8,0,Homeopath,100,1,0,0,0,0,0,0,1,0,0,0,0,Bhandup West,Mumbai,2,1000,1,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"DNB - Dermatology & Venereology, FCPS - Dermatology, Venereology & Leprosy, Diploma in Dermatology, MBBS",9,90,Dermatologists,500,5,0,0,0,0,1,0,0,0,1,0,0,Charkop,Mumbai,1,0,1,117,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
BAMS,7,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Kazhakuttam,Thiruvananthapuram,0,0,0,366,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"BDS, MDS - Prosthodontist And Crown Bridge",12,100,Dentist,300,2,0,1,0,0,0,1,1,1,0,0,0,Jubilee Hills,Hyderabad,0,0,1,311,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Pediatrics",42,0,General Medicine,500,2,0,0,0,0,1,0,1,0,0,0,0,Andheri,Mumbai,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"MBBS, DDVL",10,99,Dermatologists,500,2,0,0,0,0,1,0,0,0,1,0,0,Raja Annamalai Puram,Chennai,69,0,1,680,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, PGDHHM",26,0,General Medicine,400,2,0,0,0,0,1,0,0,0,0,0,0,Kandivali East,Mumbai,0,0,1,344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"BDS, MDS",24,98,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Vyttila,Ernakulam,4,0,1,918,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MBBS, DDV",20,97,Dermatologists,500,2,0,0,0,0,1,0,0,0,1,0,0,Jayanagar 5 Block,Bangalore,0,0,0,302,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DVD, MBBS",34,90,General Medicine,100,2,0,0,0,0,1,0,0,0,1,0,0,Mulund West,Mumbai,1,0,1,531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FRGUHS, MBBS, MD - Dermatology , Venereology & Leprosy",10,100,Dermatologists,700,4,0,0,0,0,1,0,1,0,0,0,0,Millers Road,Bangalore,0,0,1,507,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Paedodontics And Preventive Dentistry",6,0,Dentist,150,2,0,1,0,0,0,1,1,1,0,0,0,Ramamangalam,Ernakulam,0,0,0,689,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"BHMS, PG Diploma In Clinical Cosmetology (PGDCC)",21,0,Homeopath,350,2,0,0,1,0,0,1,0,0,1,0,0,Kanakpura Road,Bangalore,0,0,0,340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BHMS, MD - Homeopathy",46,84,Homeopath,500,2,0,0,1,0,0,1,1,0,0,0,0,Bannerghatta Road,Bangalore,21,0,1,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, DNB - General Surgery, Diploma in Urology",13,0,General Medicine,600,3,0,0,0,0,1,0,0,0,1,0,0,New BEL Road,Bangalore,0,0,0,574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BHMS,15,0,Homeopath,50,1,0,0,1,0,0,1,0,0,0,0,0,Bowenpally,Hyderabad,0,0,0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"BDS, Certificate of Oral Implantology",13,0,Dentist,200,2,0,1,0,0,0,0,0,0,0,0,0,Madinaguda,Hyderabad,0,0,1,457,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MBBS, DDV",28,86,Dermatologists,300,2,0,0,0,0,1,0,0,0,1,0,0,Domlur,Bangalore,2,0,1,173,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BDS,15,100,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Porur,Chennai,0,0,1,658,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Medicine",10,83,General Medicine,400,2,0,0,0,0,1,0,1,0,0,0,0,Chamarajpet,Bangalore,2,0,1,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, DNB - General Medicine",19,0,General Medicine,200,2,0,0,0,0,1,0,1,0,1,0,0,Tolichowki,Hyderabad,0,0,0,847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MDS - Prosthodontics, BDS, Certificate in Cosmetic Dentistry",8,99,Dentist,100,3,0,1,0,0,0,1,1,1,0,0,0,Sholinganallur,Chennai,0,0,1,779,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, DDVL, DNB",22,90,Dermatologists,650,3,0,0,0,0,1,0,0,0,1,0,0,Bellandur,Bangalore,0,0,1,83,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MRCP (UK), MD - Physician",20,94,General Medicine,500,2,0,0,0,0,0,0,1,0,0,0,0,Shalimar Bagh,Delhi,0,0,1,769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
BDS,16,0,Dentist,100,1,0,1,0,0,0,0,0,0,0,0,0,Gandhipuram,Coimbatore,0,0,0,213,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, DDVL",8,0,Dermatologists,200,2,0,0,0,0,1,0,0,0,1,0,0,Guduvanchery,Chennai,0,0,0,235,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Prosthodontics",27,90,Dentist,250,2,0,1,0,0,0,1,1,1,0,0,0,Kukatpally,Hyderabad,0,0,1,420,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Oral Medicine and Radiology",7,0,Dentist,250,2,0,1,0,0,0,1,1,1,0,0,0,CR Park,Delhi,0,0,1,104,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
